"data_year","zone","habitat","nombre_pieces","loyer_moyen","surface_moyenne","moyenne_loyer_mensuel","nombre_observations"
2017,"69013","Appartement","4","11.55","63","695.5",1
2017,"69013","Appartement","2","11.55","63","695.5",1
2017,"69013","Appartement","2","11.55","63","695.5",1
2017,"69013","Appartement","2","11.55","63","695.5",1
2017,"69013","Appartement","1","11.55","63","695.5",1
2017,"69013","Appartement","2","11.55","63","695.5",1
2017,"69013","Appartement","3","11.55","63","695.5",1
2017,"69013","Appartement","4","11.55","63","695.5",1
2017,"69013","Appartement","2","11.55","63","695.5",1
2017,"69013","Appartement","2","11.55","63","695.5",1
2017,"69013","Appartement","2","11.55","63","695.5",45
2017,"69013","Appartement","1","11.55","63","695.5",1
2017,"69013","Appartement","2","11.55","63","695.5",16
2017,"69013","Appartement","3","11.55","63","695.5",17
2017,"69013","Appartement","4","11.55","63","695.5",1
2017,"69013","Appartement","2","11.55","63","695.5",12
2017,"69013","Appartement","2","11.55","63","695.5",33
2018,"69000","Appartement","1","11.55","63","695",26505
2018,"69000","Appartement","1","11.55","63","695.5",221
2018,"69000","Maison","4","9.8","99","973",5191
2018,"69000","Appartement","4","11.55","63","695.5",475
2018,"69000","Appartement","1","15.3","30","455",3939
2018,"69000","Appartement","2","12.4","46","576",8885
2018,"69000","Appartement","3","10.6","67","716",8269
2018,"69000","Maison","4","9.9","95","942",4716
2018,"69000","Appartement","1","15.4","30","456",3947
2018,"69000","Appartement","2","12.4","47","576",8954
2018,"69000","Appartement","3","10.6","67","715",8413
2018,"69000","Maison","2","9.8","95","929",696
2018,"69000","Appartement","1","15.3","30","455",3939
2018,"69000","Appartement","2","12.4","46","576",8885
2018,"69000","Appartement","3","10.6","67","716",8269
2018,"69000","Maison","4","9.9","95","942",4716
2018,"69000","Appartement","1","15.4","30","456",3947
2018,"69000","Appartement","2","12.4","47","576",8954
2018,"69000","Appartement","3","10.6","67","715",8413
2018,"69000","Maison","4","9.8","99","973",5191
2018,"69000","Appartement","1","11.7","59","697",6873
2018,"69000","Maison","4","10.5","96","1001",1036
2018,"69000","Appartement","1","16.7","28","462",1380
2018,"69000","Appartement","2","11.55","45","590",2387
2018,"69000","Appartement","3","10.8","67","723",2070
2018,"69000","Appartement","1","10.7","65","695",19632
2018,"69000","Maison","4","9.5","101","961",4155
2018,"69000","Appartement","1","14.7","31","453",2567
2018,"69000","Appartement","2","11.55","47","569",6567
2018,"69000","Appartement","3","10.5","68","712",6343
2018,"69000","Appartement","1","11.7","59","697",6873
2018,"69000","Appartement","1","16.7","28","462",1380
2018,"69000","Appartement","2","11.55","45","590",2387
2018,"69000","Appartement","3","10.8","67","723",2070
2018,"69000","Maison","4","10.5","96","1001",1036
2018,"69000","Appartement","1","10.7","65","695",19632
2018,"69000","Appartement","1","14.7","31","453",2567
2018,"69000","Appartement","2","11.55","47","569",6567
2018,"69000","Appartement","3","10.5","68","712",6343
2018,"69000","Maison","4","9.5","101","961",4155
2018,"69000","Appartement","1","11.3","61","691",8809
2018,"69000","Maison","4","9.7","111","1078",1188
2018,"69000","Appartement","1","15.3","31","467",1978
2018,"69000","Appartement","2","12.5","46","580",3381
2018,"69000","Appartement","3","10.7","68","732",2262
2018,"69000","Appartement","1","12.3","56","695",2664
2018,"69000","Appartement","1","10.9","63","689",6145
2018,"69000","Appartement","1","10.1","63","636",7109
2018,"69000","Maison","4","9.1","89","810",1976
2018,"69000","Appartement","1","15.3","29","435",533
2018,"69000","Appartement","2","11.8","44","524",1919
2018,"69000","Appartement","3","9.8","64","624",2681
2018,"69000","Appartement","1","11.55","60","659",1344
2018,"69000","Appartement","1","9.7","64","627",5765
2018,"69000","Appartement","1","10.5","65","678",4176
2018,"69000","Maison","4","9.5","97","914",885
2018,"69000","Appartement","1","15.3","30","459",750
2018,"69000","Appartement","2","11.6","48","560",1396
2018,"69000","Appartement","3","9.8","70","688",1145
2018,"69000","Appartement","1","11.1","62","687",943
2018,"69000","Appartement","1","10.3","66","674",3233
2018,"69000","Appartement","1","11.3","64","726",3435
2018,"69000","Maison","4","10.4","97","1004",685
2018,"69000","Appartement","1","11.55","28","451",467
2018,"69000","Appartement","2","12.4","49","608",1117
2018,"69000","Appartement","3","10.9","69","752",1166
2018,"69000","Appartement","1","11.5","60","696",885
2018,"69000","Appartement","1","11.3","66","739",2550
2018,"69000","Appartement","1","11.5","65","743",2976
2018,"69000","Maison","4","10.4","98","1025",457
2018,"69000","Appartement","1","11.55","29","429",219
2018,"69000","Appartement","2","11.55","45","584",1141
2018,"69000","Appartement","3","11.4","66","750",1159
2018,"69000","Appartement","1","11.8","62","733",1037
2018,"69000","Appartement","1","11.3","66","749",1939
2018,"69000","Appartement","1","11.3","61","691",8809
2018,"69000","Appartement","1","15.3","31","467",1978
2018,"69000","Appartement","2","12.5","46","580",3381
2018,"69000","Appartement","3","10.7","68","732",2262
2018,"69000","Maison","4","9.7","111","1078",1188
2018,"69000","Appartement","1","12.3","56","695",2664
2018,"69000","Appartement","1","10.9","63","689",6145
2018,"69000","Appartement","1","10.1","63","636",7109
2018,"69000","Appartement","1","15.3","29","435",533
2018,"69000","Appartement","2","11.8","44","524",1919
2018,"69000","Appartement","3","9.8","64","624",2681
2018,"69000","Maison","4","9.1","89","810",1976
2018,"69000","Appartement","1","11.55","60","659",1344
2018,"69000","Appartement","1","9.7","64","627",5765
2018,"69000","Appartement","1","10.5","65","678",4176
2018,"69000","Appartement","1","15.3","30","459",750
2018,"69000","Appartement","2","11.6","48","560",1396
2018,"69000","Appartement","3","9.8","70","688",1145
2018,"69000","Maison","4","9.5","97","914",885
2018,"69000","Appartement","1","11.1","62","687",943
2018,"69000","Appartement","1","10.3","66","674",3233
2018,"69000","Appartement","1","11.3","64","726",3435
2018,"69000","Appartement","1","11.55","28","451",467
2018,"69000","Appartement","2","12.4","49","608",1117
2018,"69000","Appartement","3","10.9","69","752",1166
2018,"69000","Maison","4","10.4","97","1004",685
2018,"69000","Appartement","1","11.5","60","696",885
2018,"69000","Appartement","1","11.3","66","739",2550
2018,"69000","Appartement","1","11.5","65","743",2976
2018,"69000","Appartement","1","11.55","29","429",219
2018,"69000","Appartement","2","11.55","45","584",1141
2018,"69000","Appartement","3","11.4","66","750",1159
2018,"69000","Maison","4","10.4","98","1025",457
2018,"69000","Appartement","1","11.8","62","733",1037
2018,"69000","Appartement","1","11.3","66","749",1939
2018,"69000","Maison","2","9.8","95","929",696
2018,"69000","Maison","1","11.55","63","695.5",221
2018,"69000","Maison","4","11.55","63","695.5",475
2018,"69000","Maison","2","9.8","95","929",696
2018,"69000","Maison","2","10.3","86","882",188
2018,"69000","Maison","1","11.55","63","695.5",66
2018,"69000","Maison","4","11.55","63","695.5",122
2018,"69000","Maison","2","9.6","99","953",508
2018,"69000","Maison","1","11.55","63","695.5",155
2018,"69000","Maison","4","11.55","63","695.5",353
2018,"69000","Maison","2","10.3","86","882",188
2018,"69000","Maison","2","10.3","86","882",188
2018,"69000","Maison","2","9.6","99","953",508
2018,"69000","Maison","2","9.6","99","953",508
2018,"69000","Maison","2","9.1","92","839",264
2018,"69000","Maison","1","11.55","63","695.5",112
2018,"69000","Maison","4","11.55","63","695.5",152
2018,"69000","Maison","2","9.5","89","844",74
2018,"69000","Maison","2","8.9","94","836",190
2018,"69000","Maison","2","9.4","100","946",133
2018,"69000","Maison","1","11.55","63","695.5",34
2018,"69000","Maison","4","11.55","63","695.5",99
2018,"69000","Maison","2","11.55","63","695.5",25
2018,"69000","Maison","2","9.4","99","928",108
2018,"69000","Maison","2","10.1","88","884",115
2018,"69000","Maison","1","11.55","63","695.5",25
2018,"69000","Maison","4","11.55","63","695.5",90
2018,"69000","Maison","2","11.55","63","695.5",31
2018,"69000","Maison","2","9.4","97","917",84
2018,"69000","Maison","2","10.1","101","1021",70
2018,"69000","Maison","1","11.55","63","695.5",1
2018,"69000","Maison","4","11.55","63","695.5",62
2018,"69000","Maison","2","11.55","63","695.5",21
2018,"69000","Maison","2","11.55","63","695.5",49
2018,"69000","Maison","2","10.6","98","1042",114
2018,"69000","Maison","1","11.55","63","695.5",42
2018,"69000","Maison","4","11.55","63","695.5",72
2018,"69000","Maison","2","11.55","63","695.5",37
2018,"69000","Maison","2","10.5","106","1105",77
2018,"69000","Maison","2","9.1","92","839",264
2018,"69000","Maison","2","9.1","92","839",264
2018,"69000","Maison","2","9.5","89","844",74
2018,"69000","Maison","2","8.9","94","836",190
2018,"69000","Maison","2","9.4","100","946",133
2018,"69000","Maison","2","9.4","100","946",133
2018,"69000","Maison","2","11.55","63","695.5",25
2018,"69000","Maison","2","9.4","99","928",108
2018,"69000","Maison","2","10.1","88","884",115
2018,"69000","Maison","2","10.1","88","884",115
2018,"69000","Maison","2","11.55","63","695.5",31
2018,"69000","Maison","2","9.4","97","917",84
2018,"69000","Maison","2","10.1","101","1021",70
2018,"69000","Maison","2","10.1","101","1021",70
2018,"69000","Maison","2","11.55","63","695.5",21
2018,"69000","Maison","2","11.55","63","695.5",49
2018,"69000","Maison","2","10.6","98","1042",114
2018,"69000","Maison","2","10.6","98","1042",114
2018,"69000","Maison","2","11.55","63","695.5",37
2018,"69000","Maison","2","10.5","106","1105",77
2018,"69000","Appartement","1","11.2","60","675",25809
2018,"69000","Appartement","1","15.3","30","455",3939
2018,"69000","Appartement","2","12.4","46","576",8885
2018,"69000","Appartement","3","10.6","67","716",8269
2018,"69000","Appartement","4","9.9","95","942",4716
2018,"69000","Appartement","1","15.3","30","455",3939
2018,"69000","Appartement","2","12.4","46","576",8885
2018,"69000","Appartement","3","10.6","67","716",8269
2018,"69000","Appartement","4","9.9","95","942",4716
2018,"69000","Appartement","1","11.9","57","679",6685
2018,"69000","Appartement","1","16.6","28","457",1374
2018,"69000","Appartement","2","13.2","45","593",2364
2018,"69000","Appartement","3","10.9","67","726",2033
2018,"69000","Appartement","4","10.7","91","971",914
2018,"69000","Appartement","1","10.9","62","673",19124
2018,"69000","Appartement","1","14.7","31","453",2565
2018,"69000","Appartement","2","11.55","47","568",6521
2018,"69000","Appartement","3","10.5","68","712",6236
2018,"69000","Appartement","4","9.6","97","931",3802
2018,"69000","Appartement","1","11.9","57","679",6685
2018,"69000","Appartement","1","16.6","28","457",1374
2018,"69000","Appartement","2","13.2","45","593",2364
2018,"69000","Appartement","3","10.9","67","726",2033
2018,"69000","Appartement","4","10.7","91","971",914
2018,"69000","Appartement","1","10.9","62","673",19124
2018,"69000","Appartement","1","14.7","31","453",2565
2018,"69000","Appartement","2","11.55","47","568",6521
2018,"69000","Appartement","3","10.5","68","712",6236
2018,"69000","Appartement","4","9.6","97","931",3802
2018,"69000","Appartement","1","11.6","58","678",8545
2018,"69000","Appartement","1","15.2","31","466",1976
2018,"69000","Appartement","2","12.5","46","579",3353
2018,"69000","Appartement","3","10.8","68","739",2180
2018,"69000","Appartement","4","10.2","109","1110",1036
2018,"69000","Appartement","1","12.8","53","679",2590
2018,"69000","Appartement","1","11.2","61","677",5955
2018,"69000","Appartement","1","10.2","61","617",6976
2018,"69000","Appartement","1","15.3","29","435",533
2018,"69000","Appartement","2","11.9","44","523",1906
2018,"69000","Appartement","3","9.7","64","623",2660
2018,"69000","Appartement","4","9.1","83","760",1877
2018,"69000","Appartement","1","11.1","58","643",1319
2018,"69000","Appartement","1","9.8","62","605",5657
2018,"69000","Appartement","1","10.5","62","656",4061
2018,"69000","Appartement","1","11.55","30","451",748
2018,"69000","Appartement","2","11.6","48","561",1389
2018,"69000","Appartement","3","9.8","70","685",1129
2018,"69000","Appartement","4","9.5","93","885",795
2018,"69000","Appartement","1","11.55","61","667",912
2018,"69000","Appartement","1","10.4","63","652",3149
2018,"69000","Appartement","1","11.5","62","709",3365
2018,"69000","Appartement","1","11.55","28","451",467
2018,"69000","Appartement","2","12.4","49","608",1111
2018,"69000","Appartement","3","10.9","69","752",1164
2018,"69000","Appartement","4","10.4","94","981",623
2018,"69000","Appartement","1","11.7","59","686",864
2018,"69000","Appartement","1","11.4","63","718",2501
2018,"69000","Appartement","1","11.7","60","704",2862
2018,"69000","Appartement","1","15.1","28","428",215
2018,"69000","Appartement","2","11.55","45","587",1126
2018,"69000","Appartement","3","11.4","66","747",1136
2018,"69000","Appartement","4","10.5","91","950",385
2018,"69000","Appartement","1","11.55","59","706",1000
2018,"69000","Appartement","1","11.5","61","702",1862
2018,"69000","Appartement","1","11.6","58","678",8545
2018,"69000","Appartement","1","15.2","31","466",1976
2018,"69000","Appartement","2","12.5","46","579",3353
2018,"69000","Appartement","3","10.8","68","739",2180
2018,"69000","Appartement","4","10.2","109","1110",1036
2018,"69000","Appartement","1","12.8","53","679",2590
2018,"69000","Appartement","1","11.2","61","677",5955
2018,"69000","Appartement","1","10.2","61","617",6976
2018,"69000","Appartement","1","15.3","29","435",533
2018,"69000","Appartement","2","11.9","44","523",1906
2018,"69000","Appartement","3","9.7","64","623",2660
2018,"69000","Appartement","4","9.1","83","760",1877
2018,"69000","Appartement","1","11.1","58","643",1319
2018,"69000","Appartement","1","9.8","62","605",5657
2018,"69000","Appartement","1","10.5","62","656",4061
2018,"69000","Appartement","1","11.55","30","451",748
2018,"69000","Appartement","2","11.6","48","561",1389
2018,"69000","Appartement","3","9.8","70","685",1129
2018,"69000","Appartement","4","9.5","93","885",795
2018,"69000","Appartement","1","11.55","61","667",912
2018,"69000","Appartement","1","10.4","63","652",3149
2018,"69000","Appartement","1","11.5","62","709",3365
2018,"69000","Appartement","1","11.55","28","451",467
2018,"69000","Appartement","2","12.4","49","608",1111
2018,"69000","Appartement","3","10.9","69","752",1164
2018,"69000","Appartement","4","10.4","94","981",623
2018,"69000","Appartement","1","11.7","59","686",864
2018,"69000","Appartement","1","11.4","63","718",2501
2018,"69000","Appartement","1","11.7","60","704",2862
2018,"69000","Appartement","1","15.1","28","428",215
2018,"69000","Appartement","2","11.55","45","587",1126
2018,"69000","Appartement","3","11.4","66","747",1136
2018,"69000","Appartement","4","10.5","91","950",385
2018,"69000","Appartement","1","11.55","59","706",1000
2018,"69000","Appartement","1","11.5","61","702",1862
2018,"69000","Appartement","1","11.8","60","709",15934
2018,"69000","Appartement","1","11.55","63","695.5",30
2018,"69000","Maison","4","10.5","101","1064",2809
2018,"69000","Appartement","4","11.55","63","695.5",29
2018,"69000","Appartement","1","15.8","30","473",2715
2018,"69000","Appartement","2","12.7","47","601",5652
2018,"69000","Appartement","3","11.1","69","769",4728
2018,"69000","Maison","4","10.5","100","1055",2780
2018,"69000","Appartement","1","15.8","30","473",2717
2018,"69000","Appartement","2","12.7","47","601",5666
2018,"69000","Appartement","3","11.1","69","769",4742
2018,"69000","Maison","2","11.5","84","970",59
2018,"69000","Appartement","1","15.8","30","473",2715
2018,"69000","Appartement","2","12.7","47","601",5652
2018,"69000","Appartement","3","11.1","69","769",4728
2018,"69000","Maison","4","10.5","100","1055",2780
2018,"69000","Appartement","1","15.8","30","473",2717
2018,"69000","Appartement","2","12.7","47","601",5666
2018,"69000","Appartement","3","11.1","69","769",4742
2018,"69000","Maison","4","10.5","101","1064",2809
2018,"69000","Appartement","1","12.8","56","720",3867
2018,"69000","Maison","4","11.5","96","1107",481
2018,"69000","Appartement","1","17.4","27","476",986
2018,"69000","Appartement","2","13.7","46","629",1334
2018,"69000","Appartement","3","11.7","68","792",1066
2018,"69000","Appartement","1","11.4","62","705",12067
2018,"69000","Maison","4","10.2","103","1048",2328
2018,"69000","Appartement","1","11.55","31","471",1731
2018,"69000","Appartement","2","12.3","48","591",4332
2018,"69000","Appartement","3","10.8","70","760",3676
2018,"69000","Appartement","1","12.8","56","720",3867
2018,"69000","Appartement","1","17.4","27","476",986
2018,"69000","Appartement","2","13.7","46","629",1334
2018,"69000","Appartement","3","11.7","68","792",1066
2018,"69000","Maison","4","11.5","96","1107",481
2018,"69000","Appartement","1","11.4","62","705",12067
2018,"69000","Appartement","1","11.55","31","471",1731
2018,"69000","Appartement","2","12.3","48","591",4332
2018,"69000","Appartement","3","10.8","70","760",3676
2018,"69000","Maison","4","10.2","103","1048",2328
2018,"69000","Appartement","1","12.3","59","725",6128
2018,"69000","Maison","4","10.8","117","1261",766
2018,"69000","Appartement","1","15.7","31","488",1487
2018,"69000","Appartement","2","11.55","47","612",2378
2018,"69000","Appartement","3","11.5","70","806",1497
2018,"69000","Appartement","1","13.7","53","730",1852
2018,"69000","Appartement","1","11.7","62","722",4276
2018,"69000","Appartement","1","10.6","61","643",4400
2018,"69000","Maison","4","9.6","88","848",1131
2018,"69000","Appartement","1","15.3","29","452",339
2018,"69000","Appartement","2","11.8","45","532",1311
2018,"69000","Appartement","3","10.1","65","652",1619
2018,"69000","Appartement","1","11.9","57","685",713
2018,"69000","Appartement","1","10.1","62","628",3687
2018,"69000","Appartement","1","11.55","61","676",2285
2018,"69000","Maison","4","9.9","93","920",386
2018,"69000","Appartement","1","15.4","30","464",468
2018,"69000","Appartement","2","11.7","50","584",834
2018,"69000","Appartement","3","10.1","74","752",597
2018,"69000","Appartement","1","11.7","61","713",470
2018,"69000","Appartement","1","10.7","62","662",1815
2018,"69000","Appartement","1","11.9","61","725",2121
2018,"69000","Maison","4","10.9","95","1031",390
2018,"69000","Appartement","1","16.6","27","452",339
2018,"69000","Appartement","2","12.8","49","624",727
2018,"69000","Appartement","3","11.1","70","783",665
2018,"69000","Appartement","1","12.4","56","700",520
2018,"69000","Appartement","1","11.7","63","734",1601
2018,"69000","Appartement","1","12.4","61","754",1000
2018,"69000","Maison","4","11.3","100","1129",136
2018,"69000","Appartement","1","16.1","28","450",84
2018,"69000","Appartement","2","13.6","45","613",416
2018,"69000","Appartement","3","11.55","67","800",364
2018,"69000","Appartement","1","12.8","60","765",312
2018,"69000","Appartement","1","12.3","61","748",688
2018,"69000","Appartement","1","12.3","59","725",6128
2018,"69000","Appartement","1","15.7","31","488",1487
2018,"69000","Appartement","2","11.55","47","612",2378
2018,"69000","Appartement","3","11.5","70","806",1497
2018,"69000","Maison","4","10.8","117","1261",766
2018,"69000","Appartement","1","13.7","53","730",1852
2018,"69000","Appartement","1","11.7","62","722",4276
2018,"69000","Appartement","1","10.6","61","643",4400
2018,"69000","Appartement","1","15.3","29","452",339
2018,"69000","Appartement","2","11.8","45","532",1311
2018,"69000","Appartement","3","10.1","65","652",1619
2018,"69000","Maison","4","9.6","88","848",1131
2018,"69000","Appartement","1","11.9","57","685",713
2018,"69000","Appartement","1","10.1","62","628",3687
2018,"69000","Appartement","1","11.55","61","676",2285
2018,"69000","Appartement","1","15.4","30","464",468
2018,"69000","Appartement","2","11.7","50","584",834
2018,"69000","Appartement","3","10.1","74","752",597
2018,"69000","Maison","4","9.9","93","920",386
2018,"69000","Appartement","1","11.7","61","713",470
2018,"69000","Appartement","1","10.7","62","662",1815
2018,"69000","Appartement","1","11.9","61","725",2121
2018,"69000","Appartement","1","16.6","27","452",339
2018,"69000","Appartement","2","12.8","49","624",727
2018,"69000","Appartement","3","11.1","70","783",665
2018,"69000","Maison","4","10.9","95","1031",390
2018,"69000","Appartement","1","12.4","56","700",520
2018,"69000","Appartement","1","11.7","63","734",1601
2018,"69000","Appartement","1","12.4","61","754",1000
2018,"69000","Appartement","1","16.1","28","450",84
2018,"69000","Appartement","2","13.6","45","613",416
2018,"69000","Appartement","3","11.55","67","800",364
2018,"69000","Maison","4","11.3","100","1129",136
2018,"69000","Appartement","1","12.8","60","765",312
2018,"69000","Appartement","1","12.3","61","748",688
2018,"69000","Maison","2","11.5","84","970",59
2018,"69000","Maison","1","11.55","63","695.5",30
2018,"69000","Maison","4","11.55","63","695.5",29
2018,"69000","Maison","2","11.5","84","970",59
2018,"69000","Maison","2","11.55","63","695.5",13
2018,"69000","Maison","1","11.55","63","695.5",10
2018,"69000","Maison","4","11.55","63","695.5",1
2018,"69000","Maison","2","11.55","63","695.5",46
2018,"69000","Maison","1","11.55","63","695.5",20
2018,"69000","Maison","4","11.55","63","695.5",26
2018,"69000","Maison","2","11.55","63","695.5",13
2018,"69000","Maison","2","11.55","63","695.5",13
2018,"69000","Maison","2","11.55","63","695.5",46
2018,"69000","Maison","2","11.55","63","695.5",46
2018,"69000","Maison","2","11.55","63","695.5",25
2018,"69000","Maison","1","11.55","63","695.5",12
2018,"69000","Maison","4","11.55","63","695.5",13
2018,"69000","Maison","2","11.55","63","695.5",1
2018,"69000","Maison","2","11.55","63","695.5",18
2018,"69000","Maison","2","11.55","63","695.5",15
2018,"69000","Maison","1","11.55","63","695.5",1
2018,"69000","Maison","4","11.55","63","695.5",1
2018,"69000","Maison","2","11.55","63","695.5",1
2018,"69000","Maison","2","11.55","63","695.5",14
2018,"69000","Maison","2","11.55","63","695.5",1
2018,"69000","Maison","1","11.55","63","695.5",1
2018,"69000","Maison","4","11.55","63","695.5",1
2018,"69000","Maison","2","11.55","63","695.5",1
2018,"69000","Maison","2","11.55","63","695.5",1
2018,"69000","Maison","1","11.55","63","695.5",1
2018,"69000","Maison","4","11.55","63","695.5",1
2018,"69000","Maison","2","11.55","63","695.5",1
2018,"69000","Maison","2","11.55","63","695.5",14
2018,"69000","Maison","1","11.55","63","695.5",1
2018,"69000","Maison","4","11.55","63","695.5",1
2018,"69000","Maison","2","11.55","63","695.5",1
2018,"69000","Maison","2","11.55","63","695.5",1
2018,"69000","Maison","2","11.55","63","695.5",25
2018,"69000","Maison","2","11.55","63","695.5",25
2018,"69000","Maison","2","11.55","63","695.5",1
2018,"69000","Maison","2","11.55","63","695.5",18
2018,"69000","Maison","2","11.55","63","695.5",15
2018,"69000","Maison","2","11.55","63","695.5",15
2018,"69000","Maison","2","11.55","63","695.5",1
2018,"69000","Maison","2","11.55","63","695.5",14
2018,"69000","Maison","2","11.55","63","695.5",1
2018,"69000","Maison","2","11.55","63","695.5",1
2018,"69000","Maison","2","11.55","63","695.5",1
2018,"69000","Maison","2","11.55","63","695.5",1
2018,"69000","Maison","2","11.55","63","695.5",1
2018,"69000","Maison","2","11.55","63","695.5",1
2018,"69000","Maison","2","11.55","63","695.5",14
2018,"69000","Maison","2","11.55","63","695.5",14
2018,"69000","Maison","2","11.55","63","695.5",1
2018,"69000","Maison","2","11.55","63","695.5",1
2018,"69000","Appartement","1","11.8","60","707",15875
2018,"69000","Appartement","1","15.8","30","473",2715
2018,"69000","Appartement","2","12.7","47","601",5652
2018,"69000","Appartement","3","11.1","69","769",4728
2018,"69000","Appartement","4","10.5","100","1055",2780
2018,"69000","Appartement","1","15.8","30","473",2715
2018,"69000","Appartement","2","12.7","47","601",5652
2018,"69000","Appartement","3","11.1","69","769",4728
2018,"69000","Appartement","4","10.5","100","1055",2780
2018,"69000","Appartement","1","12.8","56","720",3854
2018,"69000","Appartement","1","17.4","27","475",984
2018,"69000","Appartement","2","13.7","46","629",1330
2018,"69000","Appartement","3","11.7","68","792",1062
2018,"69000","Appartement","4","11.5","96","1104",478
2018,"69000","Appartement","1","11.4","62","702",12021
2018,"69000","Appartement","1","11.55","31","471",1731
2018,"69000","Appartement","2","12.3","48","590",4322
2018,"69000","Appartement","3","10.8","70","760",3666
2018,"69000","Appartement","4","10.2","102","1037",2302
2018,"69000","Appartement","1","12.8","56","720",3854
2018,"69000","Appartement","1","17.4","27","475",984
2018,"69000","Appartement","2","13.7","46","629",1330
2018,"69000","Appartement","3","11.7","68","792",1062
2018,"69000","Appartement","4","11.5","96","1104",478
2018,"69000","Appartement","1","11.4","62","702",12021
2018,"69000","Appartement","1","11.55","31","471",1731
2018,"69000","Appartement","2","12.3","48","590",4322
2018,"69000","Appartement","3","10.8","70","760",3666
2018,"69000","Appartement","4","10.2","102","1037",2302
2018,"69000","Appartement","1","12.3","59","723",6103
2018,"69000","Appartement","1","15.7","31","488",1487
2018,"69000","Appartement","2","11.55","47","611",2374
2018,"69000","Appartement","3","11.5","70","808",1489
2018,"69000","Appartement","4","10.8","116","1257",753
2018,"69000","Appartement","1","13.7","53","729",1845
2018,"69000","Appartement","1","11.7","61","720",4258
2018,"69000","Appartement","1","10.6","60","633",4385
2018,"69000","Appartement","1","15.3","29","452",339
2018,"69000","Appartement","2","11.7","45","531",1307
2018,"69000","Appartement","3","11.55","65","651",1616
2018,"69000","Appartement","4","9.6","85","815",1123
2018,"69000","Appartement","1","11.9","57","685",712
2018,"69000","Appartement","1","10.1","61","614",3673
2018,"69000","Appartement","1","11.55","61","675",2283
2018,"69000","Appartement","1","15.4","30","464",468
2018,"69000","Appartement","2","11.7","50","584",833
2018,"69000","Appartement","3","10.1","74","750",596
2018,"69000","Appartement","4","9.9","93","920",386
2018,"69000","Appartement","1","11.7","61","713",470
2018,"69000","Appartement","1","10.7","61","660",1813
2018,"69000","Appartement","1","11.9","61","725",2118
2018,"69000","Appartement","1","16.6","27","452",339
2018,"69000","Appartement","2","12.8","49","625",725
2018,"69000","Appartement","3","11.1","70","783",665
2018,"69000","Appartement","4","10.9","95","1031",389
2018,"69000","Appartement","1","12.4","56","700",520
2018,"69000","Appartement","1","11.7","63","734",1598
2018,"69000","Appartement","1","12.4","60","752",986
2018,"69000","Appartement","1","16.1","28","448",82
2018,"69000","Appartement","2","13.6","45","614",413
2018,"69000","Appartement","3","11.55","67","800",362
2018,"69000","Appartement","4","11.3","99","1117",129
2018,"69000","Appartement","1","12.8","60","765",307
2018,"69000","Appartement","1","12.3","61","745",679
2018,"69000","Appartement","1","12.3","59","723",6103
2018,"69000","Appartement","1","15.7","31","488",1487
2018,"69000","Appartement","2","11.55","47","611",2374
2018,"69000","Appartement","3","11.5","70","808",1489
2018,"69000","Appartement","4","10.8","116","1257",753
2018,"69000","Appartement","1","13.7","53","729",1845
2018,"69000","Appartement","1","11.7","61","720",4258
2018,"69000","Appartement","1","10.6","60","633",4385
2018,"69000","Appartement","1","15.3","29","452",339
2018,"69000","Appartement","2","11.7","45","531",1307
2018,"69000","Appartement","3","11.55","65","651",1616
2018,"69000","Appartement","4","9.6","85","815",1123
2018,"69000","Appartement","1","11.9","57","685",712
2018,"69000","Appartement","1","10.1","61","614",3673
2018,"69000","Appartement","1","11.55","61","675",2283
2018,"69000","Appartement","1","15.4","30","464",468
2018,"69000","Appartement","2","11.7","50","584",833
2018,"69000","Appartement","3","10.1","74","750",596
2018,"69000","Appartement","4","9.9","93","920",386
2018,"69000","Appartement","1","11.7","61","713",470
2018,"69000","Appartement","1","10.7","61","660",1813
2018,"69000","Appartement","1","11.9","61","725",2118
2018,"69000","Appartement","1","16.6","27","452",339
2018,"69000","Appartement","2","12.8","49","625",725
2018,"69000","Appartement","3","11.1","70","783",665
2018,"69000","Appartement","4","10.9","95","1031",389
2018,"69000","Appartement","1","12.4","56","700",520
2018,"69000","Appartement","1","11.7","63","734",1598
2018,"69000","Appartement","1","12.4","60","752",986
2018,"69000","Appartement","1","16.1","28","448",82
2018,"69000","Appartement","2","13.6","45","614",413
2018,"69000","Appartement","3","11.55","67","800",362
2018,"69000","Appartement","4","11.3","99","1117",129
2018,"69000","Appartement","1","12.8","60","765",307
2018,"69000","Appartement","1","12.3","61","745",679
2018,"69000","Appartement","1","10.3","66","681",10571
2018,"69000","Appartement","1","11.55","63","695.5",191
2018,"69000","Maison","4","9.3","98","915",2382
2018,"69000","Appartement","4","11.55","63","695.5",446
2018,"69000","Appartement","1","14.3","29","420",1224
2018,"69000","Appartement","2","11.55","45","542",3233
2018,"69000","Appartement","3","10.1","66","665",3541
2018,"69000","Maison","4","9.2","90","830",1936
2018,"69000","Appartement","1","14.5","29","426",1230
2018,"69000","Appartement","2","11.9","45","542",3288
2018,"69000","Appartement","3","10.2","66","667",3671
2018,"69000","Maison","2","9.7","95","926",637
2018,"69000","Appartement","1","14.3","29","420",1224
2018,"69000","Appartement","2","11.55","45","542",3233
2018,"69000","Appartement","3","10.1","66","665",3541
