"data_year","zone","habitat","nombre_pieces","loyer_moyen","surface_moyenne","moyenne_loyer_mensuel","nombre_observations"
2016,"69000","Appartement","1","11.2","60","670",509
2016,"69000","Appartement","1","11.5","61","705",763
2016,"69000","Appartement","1","9.9","58","578",1992
2016,"69000","Appartement","1","13.8","30","411",440
2016,"69000","Appartement","2","11.2","44","499",761
2016,"69000","Appartement","3","9.4","67","622",551
2016,"69000","Appartement","4","8.4","96","801",240
2016,"69000","Appartement","1","10.4","53","549",639
2016,"69000","Appartement","1","9.7","61","591",1353
2016,"69000","Appartement","1","9.8","61","601",1868
2016,"69000","Appartement","1","13.8","31","423",163
2016,"69000","Appartement","2","11.8","44","514",435
2016,"69000","Appartement","3","9.6","63","600",779
2016,"69000","Appartement","4","8.6","86","736",491
2016,"69000","Appartement","1","10.7","58","616",471
2016,"69000","Appartement","1","9.4","63","594",1397
2016,"69000","Appartement","1","9.6","67","642",1586
2016,"69000","Appartement","1","13.8","31","427",216
2016,"69000","Appartement","2","10.7","50","539",459
2016,"69000","Appartement","3","9.6","65","620",502
2016,"69000","Appartement","4","8.7","93","811",409
2016,"69000","Appartement","1","10.5","65","684",405
2016,"69000","Appartement","1","9.1","68","619",1181
2016,"69000","Appartement","1","10.7","63","677",1002
2016,"69000","Appartement","1","14.5","28","402",106
2016,"69000","Appartement","2","11.55","47","566",274
2016,"69000","Appartement","3","10.5","68","712",414
2016,"69000","Appartement","4","9.7","91","877",208
2016,"69000","Appartement","1","10.7","65","702",286
2016,"69000","Appartement","1","10.7","62","667",716
2016,"69000","Appartement","1","11.4","61","693",1272
2016,"69000","Appartement","1","14.4","34","495",83
2016,"69000","Appartement","2","12.8","46","585",479
2016,"69000","Appartement","3","11.1","65","726",531
2016,"69000","Appartement","4","10.2","86","885",179
2016,"69000","Appartement","1","11.2","60","670",509
2016,"69000","Appartement","1","11.5","61","705",763
2016,"69001","Appartement","1","12.1","74","898",1492
2016,"69001","Appartement","1","11.55","63","695.5",1
2016,"69001","Maison","4","11.2","123","1379",385
2016,"69001","Appartement","4","11.55","63","695.5",1
2016,"69001","Appartement","1","11.55","31","498",244
2016,"69001","Appartement","2","12.9","53","680",446
2016,"69001","Appartement","3","11.55","77","921",415
2016,"69001","Maison","4","11.2","123","1377",382
2016,"69001","Appartement","1","11.55","31","498",245
2016,"69001","Appartement","2","12.9","53","680",447
2016,"69001","Appartement","3","11.55","77","921",415
2016,"69001","Appartement","2","11.55","63","695.5",1
2016,"69001","Appartement","1","11.55","31","498",244
2016,"69001","Appartement","2","12.9","53","680",446
2016,"69001","Appartement","3","11.55","77","921",415
2016,"69001","Maison","4","11.2","123","1377",382
2016,"69001","Appartement","1","11.55","31","498",245
2016,"69001","Appartement","2","12.9","53","680",447
2016,"69001","Appartement","3","11.55","77","921",415
2016,"69001","Appartement","1","13.4","65","874",445
2016,"69001","Maison","4","12.3","128","1578",95
2016,"69001","Appartement","1","17.7","29","508",92
2016,"69001","Appartement","2","11.55","48","675",140
2016,"69001","Appartement","3","12.7","77","979",118
2016,"69001","Appartement","2","11.6","79","910",1047
2016,"69001","Maison","4","10.9","122","1330",290
2016,"69001","Appartement","1","14.8","33","490",153
2016,"69001","Appartement","2","12.4","55","683",307
2016,"69001","Appartement","3","11.5","77","887",297
2016,"69001","Appartement","1","13.4","65","874",445
2016,"69001","Appartement","1","17.7","29","508",92
2016,"69001","Appartement","2","11.55","48","675",140
2016,"69001","Appartement","3","12.7","77","979",118
2016,"69001","Maison","4","12.3","128","1578",95
2016,"69001","Appartement","2","11.6","79","910",1047
2016,"69001","Appartement","1","14.8","33","490",153
2016,"69001","Appartement","2","12.4","55","683",307
2016,"69001","Appartement","3","11.5","77","887",297
2016,"69001","Maison","4","10.9","122","1330",290
2016,"69001","Appartement","1","11.55","74","887",960
2016,"69001","Maison","4","10.9","137","1499",248
2016,"69001","Appartement","1","16.2","31","499",168
2016,"69001","Appartement","2","12.7","54","682",298
2016,"69001","Appartement","3","11.9","76","903",246
2016,"69001","Appartement","1","13.3","64","842",295
2016,"69001","Appartement","2","11.5","79","911",665
2016,"69001","Appartement","2","11.3","77","867",259
2016,"69001","Maison","4","10.9","105","1138",67
2016,"69001","Appartement","1","11.55","63","695.5",27
2016,"69001","Appartement","2","13.4","48","643",70
2016,"69001","Maison","3","10.6","81","860",95
2016,"69001","Appartement","1","12.7","71","907",65
2016,"69001","Appartement","2","10.8","79","852",194
2016,"69001","Appartement","1","13.4","62","837",107
2016,"69001","Appartement","4","11.55","63","695.5",15
2016,"69001","Appartement","1","11.55","63","695.5",39
2016,"69001","Appartement","2","11.55","63","695.5",37
2016,"69001","Appartement","3","11.55","63","695.5",16
2016,"69001","Appartement","2","11.55","63","695.5",31
2016,"69001","Appartement","2","11.55","63","695.5",76
2016,"69001","Appartement","2","12.6","80","1001",129
2016,"69001","Appartement","4","11.55","63","695.5",47
2016,"69001","Appartement","1","11.55","63","695.5",1
2016,"69001","Appartement","2","11.55","63","695.5",26
2016,"69001","Appartement","3","11.55","63","695.5",47
2016,"69001","Appartement","2","11.55","63","695.5",46
2016,"69001","Appartement","2","11.55","63","695.5",83
2016,"69001","Appartement","2","11.55","63","695.5",37
2016,"69001","Appartement","4","11.55","63","695.5",1
2016,"69001","Appartement","1","11.55","63","695.5",1
2016,"69001","Appartement","2","11.55","63","695.5",16
2016,"69001","Appartement","3","11.55","63","695.5",11
2016,"69001","Appartement","2","11.55","63","695.5",1
2016,"69001","Appartement","2","11.55","63","695.5",29
2016,"69001","Appartement","1","11.55","74","887",960
2016,"69001","Appartement","1","16.2","31","499",168
2016,"69001","Appartement","2","12.7","54","682",298
2016,"69001","Appartement","3","11.9","76","903",246
2016,"69001","Maison","4","10.9","137","1499",248
2016,"69001","Appartement","1","13.3","64","842",295
2016,"69001","Appartement","2","11.5","79","911",665
2016,"69001","Appartement","2","11.3","77","867",259
2016,"69001","Appartement","1","11.55","63","695.5",27
2016,"69001","Appartement","2","13.4","48","643",70
2016,"69001","Maison","3","10.6","81","860",95
2016,"69001","Maison","4","10.9","105","1138",67
2016,"69001","Appartement","1","12.7","71","907",65
2016,"69001","Appartement","2","10.8","79","852",194
2016,"69001","Appartement","1","13.4","62","837",107
2016,"69001","Appartement","1","11.55","63","695.5",39
2016,"69001","Appartement","2","11.55","63","695.5",37
2016,"69001","Appartement","3","11.55","63","695.5",16
2016,"69001","Appartement","4","11.55","63","695.5",15
2016,"69001","Appartement","2","11.55","63","695.5",31
2016,"69001","Appartement","2","11.55","63","695.5",76
2016,"69001","Appartement","2","12.6","80","1001",129
2016,"69001","Appartement","1","11.55","63","695.5",1
2016,"69001","Appartement","2","11.55","63","695.5",26
2016,"69001","Appartement","3","11.55","63","695.5",47
2016,"69001","Appartement","4","11.55","63","695.5",47
2016,"69001","Appartement","2","11.55","63","695.5",46
2016,"69001","Appartement","2","11.55","63","695.5",83
2016,"69001","Appartement","2","11.55","63","695.5",37
2016,"69001","Appartement","1","11.55","63","695.5",1
2016,"69001","Appartement","2","11.55","63","695.5",16
2016,"69001","Appartement","3","11.55","63","695.5",11
2016,"69001","Appartement","4","11.55","63","695.5",1
2016,"69001","Appartement","2","11.55","63","695.5",1
2016,"69001","Appartement","2","11.55","63","695.5",29
2016,"69001","Maison","2","11.55","63","695.5",1
2016,"69001","Maison","1","11.55","63","695.5",1
2016,"69001","Maison","4","11.55","63","695.5",1
2016,"69001","Maison","2","11.55","63","695.5",1
2016,"69001","Maison","2","11.55","63","695.5",1
2016,"69001","Maison","1","11.55","63","695.5",1
2016,"69001","Maison","4","11.55","63","695.5",1
2016,"69001","Maison","2","11.55","63","695.5",1
2016,"69001","Maison","1","11.55","63","695.5",1
2016,"69001","Maison","4","11.55","63","695.5",1
2016,"69001","Maison","2","11.55","63","695.5",1
2016,"69001","Maison","2","11.55","63","695.5",1
2016,"69001","Maison","2","11.55","63","695.5",1
2016,"69001","Maison","2","11.55","63","695.5",1
2016,"69001","Maison","2","11.55","63","695.5",1
2016,"69001","Maison","1","11.55","63","695.5",1
2016,"69001","Maison","4","11.55","63","695.5",1
2016,"69001","Maison","2","11.55","63","695.5",1
2016,"69001","Maison","2","11.55","63","695.5",1
2016,"69001","Maison","1","11.55","63","695.5",1
2016,"69001","Maison","4","11.55","63","695.5",1
2016,"69001","Maison","2","11.55","63","695.5",1
2016,"69001","Maison","2","11.55","63","695.5",1
2016,"69001","Maison","2","11.55","63","695.5",1
2016,"69001","Maison","2","11.55","63","695.5",1
2016,"69001","Maison","2","11.55","63","695.5",1
2016,"69001","Maison","2","11.55","63","695.5",1
2016,"69001","Maison","2","11.55","63","695.5",1
2016,"69001","Maison","2","11.55","63","695.5",1
2016,"69001","Maison","2","11.55","63","695.5",1
2016,"69001","Appartement","1","12.1","74","898",1487
2016,"69001","Appartement","1","11.55","31","498",244
2016,"69001","Appartement","2","12.9","53","680",446
2016,"69001","Appartement","3","11.55","77","921",415
2016,"69001","Appartement","4","11.2","123","1377",382
2016,"69001","Appartement","1","11.55","31","498",244
2016,"69001","Appartement","2","12.9","53","680",446
2016,"69001","Appartement","3","11.55","77","921",415
2016,"69001","Appartement","4","11.2","123","1377",382
2016,"69001","Appartement","1","13.4","65","871",442
2016,"69001","Appartement","1","17.7","29","509",91
2016,"69001","Appartement","2","11.55","48","675",140
2016,"69001","Appartement","3","12.7","77","979",118
2016,"69001","Appartement","4","12.2","128","1569",93
2016,"69001","Appartement","2","11.6","79","910",1045
2016,"69001","Appartement","1","14.8","33","490",153
2016,"69001","Appartement","2","12.4","55","682",306
2016,"69001","Appartement","3","11.5","77","887",297
2016,"69001","Appartement","4","10.9","122","1331",289
2016,"69001","Appartement","1","13.4","65","871",442
2016,"69001","Appartement","1","17.7","29","509",91
2016,"69001","Appartement","2","11.55","48","675",140
2016,"69001","Appartement","3","12.7","77","979",118
2016,"69001","Appartement","4","12.2","128","1569",93
2016,"69001","Appartement","2","11.6","79","910",1045
2016,"69001","Appartement","1","14.8","33","490",153
2016,"69001","Appartement","2","12.4","55","682",306
2016,"69001","Appartement","3","11.5","77","887",297
2016,"69001","Appartement","4","10.9","122","1331",289
2016,"69001","Appartement","1","11.55","74","887",958
2016,"69001","Appartement","1","16.2","31","500",167
2016,"69001","Appartement","2","12.7","54","682",298
2016,"69001","Appartement","3","11.9","76","903",246
2016,"69001","Appartement","4","10.9","137","1498",247
2016,"69001","Appartement","1","13.2","63","841",293
2016,"69001","Appartement","2","11.5","79","911",665
2016,"69001","Appartement","2","11.2","77","861",256
2016,"69001","Appartement","1","11.55","63","695.5",27
2016,"69001","Appartement","2","13.4","48","642",69
2016,"69001","Appartement","3","10.6","81","860",95
2016,"69001","Appartement","4","10.7","105","1125",65
2016,"69001","Appartement","1","12.6","70","885",64
2016,"69001","Appartement","2","10.7","79","853",192
2016,"69001","Appartement","1","13.4","62","837",107
2016,"69001","Appartement","1","11.55","63","695.5",39
2016,"69001","Appartement","2","11.55","63","695.5",37
2016,"69001","Appartement","3","11.55","63","695.5",16
2016,"69001","Appartement","4","11.55","63","695.5",15
2016,"69001","Appartement","2","11.55","63","695.5",31
2016,"69001","Appartement","2","11.55","63","695.5",76
2016,"69001","Appartement","2","12.6","80","1001",129
2016,"69001","Appartement","1","11.55","63","695.5",1
2016,"69001","Appartement","2","11.55","63","695.5",26
2016,"69001","Appartement","3","11.55","63","695.5",47
2016,"69001","Appartement","4","11.55","63","695.5",47
2016,"69001","Appartement","2","11.55","63","695.5",46
2016,"69001","Appartement","2","11.55","63","695.5",83
2016,"69001","Appartement","2","11.55","63","695.5",37
2016,"69001","Appartement","1","11.55","63","695.5",1
2016,"69001","Appartement","2","11.55","63","695.5",16
2016,"69001","Appartement","3","11.55","63","695.5",11
2016,"69001","Appartement","4","11.55","63","695.5",1
2016,"69001","Appartement","2","11.55","63","695.5",1
2016,"69001","Appartement","2","11.55","63","695.5",29
2016,"69001","Appartement","1","11.55","74","887",958
2016,"69001","Appartement","1","16.2","31","500",167
2016,"69001","Appartement","2","12.7","54","682",298
2016,"69001","Appartement","3","11.9","76","903",246
2016,"69001","Appartement","4","10.9","137","1498",247
2016,"69001","Appartement","1","13.2","63","841",293
2016,"69001","Appartement","2","11.5","79","911",665
2016,"69001","Appartement","2","11.2","77","861",256
2016,"69001","Appartement","1","11.55","63","695.5",27
2016,"69001","Appartement","2","13.4","48","642",69
2016,"69001","Appartement","3","10.6","81","860",95
2016,"69001","Appartement","4","10.7","105","1125",65
2016,"69001","Appartement","1","12.6","70","885",64
2016,"69001","Appartement","2","10.7","79","853",192
2016,"69001","Appartement","1","13.4","62","837",107
2016,"69001","Appartement","1","11.55","63","695.5",39
2016,"69001","Appartement","2","11.55","63","695.5",37
2016,"69001","Appartement","3","11.55","63","695.5",16
2016,"69001","Appartement","4","11.55","63","695.5",15
2016,"69001","Appartement","2","11.55","63","695.5",31
2016,"69001","Appartement","2","11.55","63","695.5",76
2016,"69001","Appartement","2","12.6","80","1001",129
2016,"69001","Appartement","1","11.55","63","695.5",1
2016,"69001","Appartement","2","11.55","63","695.5",26
2016,"69001","Appartement","3","11.55","63","695.5",47
2016,"69001","Appartement","4","11.55","63","695.5",47
2016,"69001","Appartement","2","11.55","63","695.5",46
2016,"69001","Appartement","2","11.55","63","695.5",83
2016,"69001","Appartement","2","11.55","63","695.5",37
2016,"69001","Appartement","1","11.55","63","695.5",1
2016,"69001","Appartement","2","11.55","63","695.5",16
2016,"69001","Appartement","3","11.55","63","695.5",11
2016,"69001","Appartement","4","11.55","63","695.5",1
2016,"69001","Appartement","2","11.55","63","695.5",1
2016,"69001","Appartement","2","11.55","63","695.5",29
2016,"69002","Appartement","1","12.2","65","795",1669
2016,"69002","Appartement","1","11.55","63","695.5",1
2016,"69002","Maison","4","11.1","115","1278",241
2016,"69002","Appartement","4","11.55","63","695.5",1
2016,"69002","Appartement","1","15.7","31","491",431
2016,"69002","Appartement","2","13.3","49","653",559
2016,"69002","Appartement","3","11.3","78","879",436
2016,"69002","Maison","4","11.1","115","1274",235
2016,"69002","Appartement","1","15.7","31","491",431
2016,"69002","Appartement","2","13.3","49","653",560
2016,"69002","Appartement","3","11.3","78","878",437
2016,"69002","Appartement","2","11.55","63","695.5",1
2016,"69002","Appartement","1","15.7","31","491",431
2016,"69002","Appartement","2","13.3","49","653",559
2016,"69002","Appartement","3","11.3","78","879",436
2016,"69002","Maison","4","11.1","115","1274",235
2016,"69002","Appartement","1","15.7","31","491",431
2016,"69002","Appartement","2","13.3","49","653",560
2016,"69002","Appartement","3","11.3","78","878",437
2016,"69002","Maison","4","11.1","115","1278",241
2016,"69002","Appartement","1","13.5","59","796",540
2016,"69002","Appartement","4","11.55","63","695.5",58
2016,"69002","Appartement","1","16.6","31","507",163
2016,"69002","Appartement","2","14.5","46","662",183
2016,"69002","Appartement","3","12.4","74","914",136
2016,"69002","Appartement","1","11.7","68","795",1129
2016,"69002","Maison","4","10.6","121","1282",183
2016,"69002","Appartement","1","15.2","32","481",268
2016,"69002","Appartement","2","12.8","51","648",377
2016,"69002","Appartement","3","10.9","79","864",301
2016,"69002","Appartement","1","13.5","59","796",540
2016,"69002","Appartement","1","16.6","31","507",163
2016,"69002","Appartement","2","14.5","46","662",183
2016,"69002","Appartement","3","12.4","74","914",136
2016,"69002","Appartement","4","11.55","63","695.5",58
2016,"69002","Appartement","1","11.7","68","795",1129
2016,"69002","Appartement","1","15.2","32","481",268
2016,"69002","Appartement","2","12.8","51","648",377
2016,"69002","Appartement","3","10.9","79","864",301
2016,"69002","Maison","4","10.6","121","1282",183
2016,"69002","Appartement","1","12.3","65","797",1204
2016,"69002","Maison","4","10.8","125","1351",169
2016,"69002","Appartement","1","15.7","32","499",282
2016,"69002","Appartement","2","13.6","49","660",419
2016,"69002","Appartement","3","11.4","79","903",334
2016,"69002","Appartement","1","13.8","55","752",390
2016,"69002","Appartement","1","11.8","69","817",814
2016,"69002","Appartement","1","11.7","67","788",209
2016,"69002","Appartement","4","11.55","63","695.5",29
2016,"69002","Appartement","1","16.1","29","472",70
2016,"69002","Appartement","2","13.8","47","654",63
2016,"69002","Appartement","3","11.55","63","695.5",47
2016,"69002","Appartement","2","11.55","63","695.5",46
2016,"69002","Appartement","2","11.55","63","695.5",163
2016,"69002","Appartement","1","11.7","67","781",82
2016,"69002","Appartement","4","11.55","63","695.5",12
2016,"69002","Appartement","1","11.55","63","695.5",33
2016,"69002","Appartement","2","11.55","63","695.5",20
2016,"69002","Appartement","3","11.55","63","695.5",17
2016,"69002","Appartement","2","11.55","63","695.5",36
2016,"69002","Appartement","2","11.55","63","695.5",46
2016,"69002","Appartement","1","11.55","68","812",114
2016,"69002","Appartement","4","11.55","63","695.5",24
2016,"69002","Appartement","1","11.55","63","695.5",20
2016,"69002","Appartement","2","11.55","63","695.5",43
2016,"69002","Appartement","3","11.55","63","695.5",27
2016,"69002","Appartement","2","11.55","63","695.5",42
2016,"69002","Appartement","2","11.55","63","695.5",72
2016,"69002","Appartement","2","11.55","63","695.5",60
2016,"69002","Appartement","4","11.55","63","695.5",1
2016,"69002","Appartement","1","11.55","63","695.5",26
2016,"69002","Appartement","2","11.55","63","695.5",15
2016,"69002","Appartement","3","11.55","63","695.5",12
2016,"69002","Appartement","2","11.55","63","695.5",26
2016,"69002","Appartement","2","11.55","63","695.5",34
2016,"69002","Appartement","1","12.3","65","797",1204
2016,"69002","Appartement","1","15.7","32","499",282
2016,"69002","Appartement","2","13.6","49","660",419
2016,"69002","Appartement","3","11.4","79","903",334
2016,"69002","Maison","4","10.8","125","1351",169
2016,"69002","Appartement","1","13.8","55","752",390
2016,"69002","Appartement","1","11.8","69","817",814
2016,"69002","Appartement","1","11.7","67","788",209
2016,"69002","Appartement","1","16.1","29","472",70
2016,"69002","Appartement","2","13.8","47","654",63
2016,"69002","Appartement","3","11.55","63","695.5",47
2016,"69002","Appartement","4","11.55","63","695.5",29
2016,"69002","Appartement","2","11.55","63","695.5",46
2016,"69002","Appartement","2","11.55","63","695.5",163
2016,"69002","Appartement","1","11.7","67","781",82
2016,"69002","Appartement","1","11.55","63","695.5",33
2016,"69002","Appartement","2","11.55","63","695.5",20
2016,"69002","Appartement","3","11.55","63","695.5",17
2016,"69002","Appartement","4","11.55","63","695.5",12
2016,"69002","Appartement","2","11.55","63","695.5",36
2016,"69002","Appartement","2","11.55","63","695.5",46
2016,"69002","Appartement","1","11.55","68","812",114
2016,"69002","Appartement","1","11.55","63","695.5",20
2016,"69002","Appartement","2","11.55","63","695.5",43
2016,"69002","Appartement","3","11.55","63","695.5",27
2016,"69002","Appartement","4","11.55","63","695.5",24
2016,"69002","Appartement","2","11.55","63","695.5",42
2016,"69002","Appartement","2","11.55","63","695.5",72
2016,"69002","Appartement","2","11.55","63","695.5",60
2016,"69002","Appartement","1","11.55","63","695.5",26
2016,"69002","Appartement","2","11.55","63","695.5",15
2016,"69002","Appartement","3","11.55","63","695.5",12
2016,"69002","Appartement","4","11.55","63","695.5",1
2016,"69002","Appartement","2","11.55","63","695.5",26
2016,"69002","Appartement","2","11.55","63","695.5",34
2016,"69002","Maison","2","11.55","63","695.5",1
2016,"69002","Maison","1","11.55","63","695.5",1
2016,"69002","Maison","4","11.55","63","695.5",1
2016,"69002","Maison","2","11.55","63","695.5",1
2016,"69002","Maison","2","11.55","63","695.5",1
2016,"69002","Maison","1","11.55","63","695.5",1
2016,"69002","Maison","4","11.55","63","695.5",1
2016,"69002","Maison","2","11.55","63","695.5",1
2016,"69002","Maison","1","11.55","63","695.5",1
2016,"69002","Maison","4","11.55","63","695.5",1
2016,"69002","Maison","2","11.55","63","695.5",1
2016,"69002","Maison","2","11.55","63","695.5",1
2016,"69002","Maison","2","11.55","63","695.5",1
2016,"69002","Maison","2","11.55","63","695.5",1
2016,"69002","Maison","2","11.55","63","695.5",1
2016,"69002","Maison","1","11.55","63","695.5",1
2016,"69002","Maison","4","11.55","63","695.5",1
2016,"69002","Maison","2","11.55","63","695.5",1
2016,"69002","Maison","2","11.55","63","695.5",1
2016,"69002","Maison","2","11.55","63","695.5",1
2016,"69002","Maison","4","11.55","63","695.5",1
2016,"69002","Maison","2","11.55","63","695.5",1
2016,"69002","Maison","2","11.55","63","695.5",1
2016,"69002","Maison","4","11.55","63","695.5",1
2016,"69002","Maison","2","11.55","63","695.5",1
2016,"69002","Maison","2","11.55","63","695.5",1
2016,"69002","Maison","2","11.55","63","695.5",1
2016,"69002","Maison","2","11.55","63","695.5",1
2016,"69002","Maison","2","11.55","63","695.5",1
2016,"69002","Maison","2","11.55","63","695.5",1
2016,"69002","Maison","2","11.55","63","695.5",1
2016,"69002","Maison","2","11.55","63","695.5",1
2016,"69002","Maison","2","11.55","63","695.5",1
2016,"69002","Maison","2","11.55","63","695.5",1
2016,"69002","Maison","2","11.55","63","695.5",1
2016,"69002","Appartement","1","12.2","65","794",1661
2016,"69002","Appartement","1","15.7","31","491",431
2016,"69002","Appartement","2","13.3","49","653",559
2016,"69002","Appartement","3","11.3","78","879",436
2016,"69002","Appartement","4","11.1","115","1274",235
2016,"69002","Appartement","1","15.7","31","491",431
2016,"69002","Appartement","2","13.3","49","653",559
2016,"69002","Appartement","3","11.3","78","879",436
2016,"69002","Appartement","4","11.1","115","1274",235
2016,"69002","Appartement","1","13.4","59","794",538
2016,"69002","Appartement","1","16.6","31","507",163
2016,"69002","Appartement","2","14.5","46","662",182
2016,"69002","Appartement","3","12.4","74","914",136
2016,"69002","Appartement","4","12.3","103","1262",57
2016,"69002","Appartement","1","11.7","68","794",1123
2016,"69002","Appartement","1","15.2","32","481",268
2016,"69002","Appartement","2","12.8","51","648",377
2016,"69002","Appartement","3","10.9","79","865",300
2016,"69002","Appartement","4","10.6","121","1280",178
2016,"69002","Appartement","1","13.4","59","794",538
2016,"69002","Appartement","1","16.6","31","507",163
2016,"69002","Appartement","2","14.5","46","662",182
2016,"69002","Appartement","3","12.4","74","914",136
2016,"69002","Appartement","4","12.3","103","1262",57
2016,"69002","Appartement","1","11.7","68","794",1123
2016,"69002","Appartement","1","15.2","32","481",268
2016,"69002","Appartement","2","12.8","51","648",377
2016,"69002","Appartement","3","10.9","79","865",300
2016,"69002","Appartement","4","10.6","121","1280",178
2016,"69002","Appartement","1","12.3","65","795",1201
2016,"69002","Appartement","1","15.7","32","499",282
2016,"69002","Appartement","2","13.6","49","660",418
2016,"69002","Appartement","3","11.4","79","904",333
2016,"69002","Appartement","4","10.8","125","1348",168
2016,"69002","Appartement","1","13.7","54","748",388
2016,"69002","Appartement","1","11.8","69","817",813
2016,"69002","Appartement","1","11.7","67","787",208
2016,"69002","Appartement","1","16.1","29","472",70
2016,"69002","Appartement","2","13.8","47","654",63
2016,"69002","Appartement","3","11.55","63","695.5",47
2016,"69002","Appartement","4","11.55","63","695.5",28
2016,"69002","Appartement","2","11.55","63","695.5",46
2016,"69002","Appartement","2","11.55","63","695.5",162
2016,"69002","Appartement","1","11.7","67","781",82
2016,"69002","Appartement","1","11.55","63","695.5",33
2016,"69002","Appartement","2","11.55","63","695.5",20
2016,"69002","Appartement","3","11.55","63","695.5",17
2016,"69002","Appartement","4","11.55","63","695.5",12
2016,"69002","Appartement","2","11.55","63","695.5",36
2016,"69002","Appartement","2","11.55","63","695.5",46
2016,"69002","Appartement","1","11.55","68","812",114
2016,"69002","Appartement","1","11.55","63","695.5",20
2016,"69002","Appartement","2","11.55","63","695.5",43
2016,"69002","Appartement","3","11.55","63","695.5",27
2016,"69002","Appartement","4","11.55","63","695.5",24
2016,"69002","Appartement","2","11.55","63","695.5",42
2016,"69002","Appartement","2","11.55","63","695.5",72
2016,"69002","Appartement","2","11.55","63","695.5",56
2016,"69002","Appartement","1","11.55","63","695.5",26
2016,"69002","Appartement","2","11.55","63","695.5",15
2016,"69002","Appartement","3","11.55","63","695.5",12
2016,"69002","Appartement","4","11.55","63","695.5",1
2016,"69002","Appartement","2","11.55","63","695.5",26
2016,"69002","Appartement","2","11.55","63","695.5",30
2016,"69002","Appartement","1","12.3","65","795",1201
2016,"69002","Appartement","1","15.7","32","499",282
2016,"69002","Appartement","2","13.6","49","660",418
2016,"69002","Appartement","3","11.4","79","904",333
2016,"69002","Appartement","4","10.8","125","1348",168
2016,"69002","Appartement","1","13.7","54","748",388
2016,"69002","Appartement","1","11.8","69","817",813
2016,"69002","Appartement","1","11.7","67","787",208
2016,"69002","Appartement","1","16.1","29","472",70
2016,"69002","Appartement","2","13.8","47","654",63
2016,"69002","Appartement","3","11.55","63","695.5",47
2016,"69002","Appartement","4","11.55","63","695.5",28
2016,"69002","Appartement","2","11.55","63","695.5",46
2016,"69002","Appartement","2","11.55","63","695.5",162
2016,"69002","Appartement","1","11.7","67","781",82
2016,"69002","Appartement","1","11.55","63","695.5",33
2016,"69002","Appartement","2","11.55","63","695.5",20
2016,"69002","Appartement","3","11.55","63","695.5",17
2016,"69002","Appartement","4","11.55","63","695.5",12
2016,"69002","Appartement","2","11.55","63","695.5",36
2016,"69002","Appartement","2","11.55","63","695.5",46
2016,"69002","Appartement","1","11.55","68","812",114
2016,"69002","Appartement","1","11.55","63","695.5",20
2016,"69002","Appartement","2","11.55","63","695.5",43
2016,"69002","Appartement","3","11.55","63","695.5",27
2016,"69002","Appartement","4","11.55","63","695.5",24
2016,"69002","Appartement","2","11.55","63","695.5",42
2016,"69002","Appartement","2","11.55","63","695.5",72
2016,"69002","Appartement","2","11.55","63","695.5",56
2016,"69002","Appartement","1","11.55","63","695.5",26
2016,"69002","Appartement","2","11.55","63","695.5",15
2016,"69002","Appartement","3","11.55","63","695.5",12
2016,"69002","Appartement","4","11.55","63","695.5",1
2016,"69002","Appartement","2","11.55","63","695.5",26
2016,"69002","Appartement","2","11.55","63","695.5",30
2016,"69003","Appartement","1","11.7","59","697",2045
2016,"69003","Appartement","1","11.55","63","695.5",1
2016,"69003","Maison","4","10.6","97","1029",337
2016,"69003","Appartement","4","11.55","63","695.5",1
2016,"69003","Appartement","1","15.2","32","480",422
2016,"69003","Appartement","2","12.4","49","605",680
2016,"69003","Appartement","3","11.55","68","751",602
2016,"69003","Maison","4","10.5","98","1028",335
2016,"69003","Appartement","1","15.2","32","480",422
2016,"69003","Appartement","2","12.4","49","605",684
2016,"69003","Appartement","3","11.55","68","751",602
2016,"69003","Appartement","2","11.55","63","695.5",1
2016,"69003","Appartement","1","15.2","32","480",422
2016,"69003","Appartement","2","12.4","49","605",680
2016,"69003","Appartement","3","11.55","68","751",602
2016,"69003","Maison","4","10.5","98","1028",335
2016,"69003","Appartement","1","15.2","32","480",422
2016,"69003","Appartement","2","12.4","49","605",684
2016,"69003","Appartement","3","11.55","68","751",602
2016,"69003","Maison","4","10.6","97","1029",337
2016,"69003","Appartement","1","12.6","54","685",636
2016,"69003","Maison","4","11.5","91","1052",70
2016,"69003","Appartement","1","15.7","31","489",168
2016,"69003","Appartement","2","12.9","48","615",227
2016,"69003","Appartement","3","11.7","69","812",171
2016,"69003","Appartement","1","11.3","62","704",1409
2016,"69003","Maison","4","10.3","99","1022",267
2016,"69003","Appartement","1","14.8","32","473",254
2016,"69003","Appartement","2","12.1","49","598",457
2016,"69003","Appartement","3","10.7","68","726",431
2016,"69003","Appartement","1","12.6","54","685",636
2016,"69003","Appartement","1","15.7","31","489",168
2016,"69003","Appartement","2","12.9","48","615",227
2016,"69003","Appartement","3","11.7","69","812",171
2016,"69003","Maison","4","11.5","91","1052",70
2016,"69003","Appartement","1","11.3","62","704",1409
2016,"69003","Appartement","1","14.8","32","473",254
2016,"69003","Appartement","2","12.1","49","598",457
2016,"69003","Appartement","3","10.7","68","726",431
2016,"69003","Maison","4","10.3","99","1022",267
2016,"69003","Appartement","1","12.1","54","648",905
2016,"69003","Maison","4","10.7","107","1146",73
